id	title	review1	review2	review3
558	10	25	29.0	
559	93	23	70.0	
560	41	42	39.0	
561	42	25	65.0	
562	47	77	108.0	
563	74	21	3.0	48.0
564	42	23	15.0	
565	16	81	8.0	22.0
566	38	116	37.0	
567	103	34	61.0	
568	19	34	59.0	
569	30	18	37.0	
570	68	48	58.0	
571	18	30	48.0	
572	25	70	44.0	
573	27	14	50.0	
574	64	14	7.0	
